"","gbifID","species","locality"
"413",4157104212,"Pseudoscleropodium purum","Terschelling"
"414",4157104210,"","Terschelling"
"415",4157067763,"Crambe maritima","Terschelling"
"416",4157041041,"Rumex acetosa","Terschelling"
"417",4156984786,"Crambe maritima","Terschelling"
"418",4156972901,"Crambe maritima","Terschelling"
"419",4156955582,"Crambe maritima","Terschelling"
"420",4156926572,"","Terschelling"
"421",4156880718,"Myrica gale","Terschelling"
"422",4156849822,"Bellis perennis","Terschelling"
"423",4156846775,"Myrica gale","Terschelling"
"424",4156840256,"Rumex crispus","Terschelling"
"425",4156838311,"Myrica gale","Terschelling"
"426",4156576703,"Teesdalia nudicaulis","Terschelling"
"427",4156568606,"Crambe maritima","Terschelling"
"428",4156542078,"Chylocladia verticillata","Terschelling"
"429",4156503171,"Crambe maritima","Terschelling"
"430",4156371976,"Artemisia maritima","Terschelling"
"431",4156359600,"Hippophae rhamnoides","Terschelling"
"432",4156243575,"Amelanchier lamarckii","Terschelling"
"433",4156238445,"Rosa spinosissima","Terschelling"
"434",4156230204,"Artemisia maritima","Terschelling"
"435",4156143927,"Crithmum maritimum","Terschelling"
"436",4156065084,"Tortula muralis","Terschelling"
"437",4156035317,"Orobanche caryophyllacea","Terschelling"
"438",4156029652,"Viola tricolor","Terschelling"
"439",4156023584,"Lotus corniculatus","Terschelling"
"440",4156020950,"Grimmia pulvinata","Terschelling"
"441",4156019317,"Erica scoparia","Terschelling"
"442",4155978542,"Lolium perenne","Terschelling"
"443",4155933261,"Rosa spinosissima","Terschelling"
"444",4155856689,"Myosotis ramosissima","Terschelling"
"445",4155850564,"Plantago coronopus","Terschelling"
"446",4155849374,"Dactylorhiza maculata","Terschelling"
"447",4155845034,"Crambe maritima","Terschelling"
"448",4155837563,"Dactylis glomerata","Terschelling"
"449",4155815380,"Platanthera bifolia","Terschelling"
"450",4155790419,"Dasysiphonia japonica","Terschelling"
"451",4155770379,"Anacamptis morio","Terschelling"
"452",4155744374,"Dactylorhiza maculata","Terschelling"
"453",4155737515,"Rumex acetosella","Terschelling"
"454",4089082492,"Salicornia procumbens","Terschelling"
"455",4089082490,"Genista tinctoria","Terschelling"
"456",4089082476,"Ononis spinosa","Terschelling"
"457",4089082317,"Empetrum nigrum","Terschelling"
"458",4089082316,"Erica scoparia","Terschelling"
"459",4089082307,"Rhinanthus minor","Terschelling"
"460",4089082304,"Butomus umbellatus","Terschelling"
"461",4089082301,"Echium vulgare","Terschelling"
"462",4089082298,"","Terschelling"
"463",4089082296,"Centaurium littorale","Terschelling"
"464",4089082294,"Galium verum","Terschelling"
"465",4089082292,"Vaccinium macrocarpon","Terschelling"
"466",4089082290,"Limonium vulgare","Terschelling"
"467",4089082287,"Calamagrostis arenaria","Terschelling"
"468",4089082285,"Equisetum fluviatile","Terschelling"
"469",4089082282,"Artemisia maritima","Terschelling"
"470",4089082261,"Reseda lutea","Terschelling"
"471",4089082259,"Eriophorum angustifolium","Terschelling"
"472",4089077600,"Lotus pedunculatus","Terschelling"
"473",4089077577,"Artemisia maritima","Terschelling"
"474",4058251572,"","Terschelling"
"475",4058012075,"Ulex europaeus","Terschelling"
"476",4057970705,"Tortula muralis","Terschelling"
"477",4057916747,"Jasione montana","Terschelling"
"478",4057826224,"Plantago major","Terschelling"
"479",4057779407,"Hieracium umbellatum","Terschelling"
"480",4057695955,"","Terschelling"
"481",4057460910,"Poa annua","Terschelling"
"482",4057440345,"Geranium molle","Terschelling"
"483",4057420113,"","Terschelling"
"484",4057338375,"Ulex europaeus","Terschelling"
"485",4057163049,"Sonchus arvensis","Terschelling"
"486",4057118657,"Cerastium holosteoides","Terschelling"
"487",4057019860,"Prunus serotina","Terschelling"
"488",4056959363,"Dactylorhiza maculata","Terschelling"
"489",4056880003,"Rosa spinosissima","Terschelling"
"490",4056767304,"Rumex acetosa","Terschelling"
"491",4056687907,"Salix repens","Terschelling"
"492",4056562215,"Phragmites australis","Terschelling"
"493",4056485882,"Campylopus introflexus","Terschelling"
"494",4056482669,"Rosa spinosissima","Terschelling"
"495",4056460672,"Calluna vulgaris","Terschelling"
"496",4056351034,"Cerastium fontanum","Terschelling"
"497",4056211499,"Cerastium fontanum","Terschelling"
"498",4056183847,"Rumex acetosella","Terschelling"
"499",4056135640,"Calamagrostis epigejos","Terschelling"
"500",4056039947,"Elymus athericus","Terschelling"
"501",4055887677,"Ranunculus peltatus","Terschelling"
"502",3997745732,"Calluna vulgaris","Terschelling"
"503",3997694529,"Jasione montana","Terschelling"
"504",3997603636,"Vaccinium macrocarpon","Terschelling"
"505",3997525277,"Crambe maritima","Terschelling"
"506",3997511374,"Solanum nigrum","Terschelling"
"507",3997484418,"Crithmum maritimum","Terschelling"
"508",3997481331,"Beta vulgaris","Terschelling"
"509",3997449118,"Crithmum maritimum","Terschelling"
"510",3997420804,"Viola tricolor","Terschelling"
"511",3997394853,"Argentina anserina","Terschelling"
"512",3997382876,"Rosa rugosa","Terschelling"
"513",3997350478,"Juncus tenuis","Terschelling"
"514",3997344813,"Jasione montana","Terschelling"
"515",3997336284,"Crambe maritima","Terschelling"
"516",3997334495,"Linaria vulgaris","Terschelling"
"517",3997317765,"Hippophae rhamnoides","Terschelling"
"518",3997293314,"Campylopus introflexus","Terschelling"
"519",3997276132,"Crambe maritima","Terschelling"
"520",3997265936,"Rosa spinosissima","Terschelling"
"521",3997250679,"Tragopogon pratensis","Terschelling"
"522",3997229194,"Crithmum maritimum","Terschelling"
"523",3997225919,"Cirsium vulgare","Terschelling"
"524",3997161454,"Juncus balticus","Terschelling"
"525",3997125678,"Crambe maritima","Terschelling"
"526",3997125407,"Platanthera bifolia","Terschelling"
"527",3997019860,"Crambe maritima","Terschelling"
"528",3996946951,"Thinopyrum junceum","Terschelling"
"529",3996935701,"Orobanche caryophyllacea","Terschelling"
"530",3996929594,"Hippuris vulgaris","Terschelling"
"531",3996897928,"Lycopus europaeus","Terschelling"
"532",3996873912,"Crambe maritima","Terschelling"
"533",3996825524,"Crithmum maritimum","Terschelling"
"534",3996783429,"Sonchus arvensis","Terschelling"
"535",3996737674,"Juncus balticus","Terschelling"
"536",3996703230,"Sonchus arvensis","Terschelling"
"537",3996664433,"Crambe maritima","Terschelling"
"538",3996662944,"Tragopogon pratensis","Terschelling"
"539",3996638922,"Glechoma hederacea","Terschelling"
"540",3996634928,"Jacobaea vulgaris","Terschelling"
"541",3996622535,"Anthriscus caucalis","Terschelling"
"542",3996610588,"Centaurium littorale","Terschelling"
"543",3996610494,"Bromus hordeaceus","Terschelling"
"544",3996606596,"Ophioglossum vulgatum","Terschelling"
"545",3996596613,"Eleocharis quinqueflora","Terschelling"
"546",3996589057,"Viola tricolor","Terschelling"
"547",3996555275,"Crithmum maritimum","Terschelling"
"548",3996446422,"Jasione montana","Terschelling"
"549",3996442372,"Juncus balticus","Terschelling"
"550",3996419453,"Crambe maritima","Terschelling"
"551",3996402200,"Jasione montana","Terschelling"
"552",3996380055,"Tripleurospermum maritimum","Terschelling"
"553",3996378561,"Kindbergia praelonga","Terschelling"
"554",3996350769,"Ulex europaeus","Terschelling"
"555",3996348113,"Cirsium arvense","Terschelling"
"556",3996315766,"Crambe maritima","Terschelling"
"557",3996279311,"Centaurium littorale","Terschelling"
"558",3996264798,"Sporobolus anglicus","Terschelling"
"559",3996186245,"Crithmum maritimum","Terschelling"
"560",3996168003,"Rosa spinosissima","Terschelling"
"561",3996163481,"Crambe maritima","Terschelling"
"562",3996155777,"Schoenus nigricans","Terschelling"
